,mig_int_sex,mig_int_age,mig_int_temporalidad,mig_int_freq,mig_int_motivo,mig_int_motivo/1,mig_int_motivo/2,mig_int_motivo/3,mig_int_motivo/4,mig_int_motivo/5,mig_int_motivo/6,mig_int_motivo/7,mig_int_motivo/8,mig_int_motivo/9,mig_int_motivo/10,mig_int_motivo/11,mig_int_motivo/12,mig_int_motivo/13,mig_int_motivo/99,mig_int_gt,mig_int_gt/GT01,mig_int_gt/GT02,mig_int_gt/GT03,mig_int_gt/GT04,mig_int_gt/GT05,mig_int_gt/GT06,mig_int_gt/GT07,mig_int_gt/GT08,mig_int_gt/GT09,mig_int_gt/GT10,mig_int_gt/GT11,mig_int_gt/GT12,mig_int_gt/GT13,mig_int_gt/GT14,mig_int_gt/GT15,mig_int_gt/GT16,mig_int_gt/GT17,mig_int_gt/GT18,mig_int_gt/GT19,mig_int_gt/GT20,mig_int_gt/GT21,mig_int_gt/GT22,mig_int_slv,mig_int_slv/1184,mig_int_slv/1185,mig_int_slv/1186,mig_int_slv/1187,mig_int_slv/1188,mig_int_slv/1189,mig_int_slv/1190,mig_int_slv/1191,mig_int_slv/1192,mig_int_slv/1193,mig_int_slv/1194,mig_int_slv/1195,mig_int_slv/1196,mig_int_slv/1197,mig_int_hnd,mig_int_hnd/901725,mig_int_hnd/901726,mig_int_hnd/901727,mig_int_hnd/901728,mig_int_hnd/901729,mig_int_hnd/901730,mig_int_hnd/901731,mig_int_hnd/901732,mig_int_hnd/901733,mig_int_hnd/901734,mig_int_hnd/901735,mig_int_hnd/901736,mig_int_hnd/901737,mig_int_hnd/901738,mig_int_hnd/901739,mig_int_hnd/901740,mig_int_hnd/901741,mig_int_hnd/901742,mig_int_area,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country
364,2,31,1,,1 2 13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,365,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2522,175089530,5249a622-5315-46ab-8c62-20a78e06b199,2021-04-30T17:07:11,,[],submitted_via_web,,[],SLV
365,2,56,3,7.0,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,GT14 GT07 GT12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,366,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2534,175091920,4bd92d15-a57c-4494-87c3-22aeb4deb451,2021-04-30T17:21:10,,[],submitted_via_web,,[],GT
366,2,22,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,367,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2551,175100446,b6e9ff0e-2c98-436e-abf1-ebe577863342,2021-04-30T18:08:11,,[],submitted_via_web,wfpmandeteam,[],HND
367,2,25,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,368,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2551,175100446,b6e9ff0e-2c98-436e-abf1-ebe577863342,2021-04-30T18:08:11,,[],submitted_via_web,wfpmandeteam,[],HND
368,2,32,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,99,369,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2581,175107544,068fb81f-3e28-4f0a-b737-ac69b753c844,2021-04-30T18:48:41,,[],submitted_via_web,,[],SLV
369,2,38,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,99,370,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2581,175107544,068fb81f-3e28-4f0a-b737-ac69b753c844,2021-04-30T18:48:41,,[],submitted_via_web,,[],SLV
370,2,51,3,8.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,371,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2588,175108086,e86c4d00-9cd4-42b3-8cfe-ec13c7d3c2c6,2021-04-30T18:52:50,,[],submitted_via_web,,[],SLV
371,2,25,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,372,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2594,175111241,cc90a93b-8056-42f4-8e7a-8e0e6fe1e0af,2021-04-30T19:14:24,,[],submitted_via_web,,[],SLV
372,1,42,2,2.0,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,373,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2596,175111249,27379bc5-2b78-4314-bcdc-1c24dc9f08ff,2021-04-30T19:14:30,,[],submitted_via_web,,[],SLV
373,2,37,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,374,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2601,175111286,bdcba76d-7dd5-4cc1-a046-0fffbf0e18c9,2021-04-30T19:14:53,,[],submitted_via_web,,[],SLV
374,1,22,2,3.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,375,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2601,175111286,bdcba76d-7dd5-4cc1-a046-0fffbf0e18c9,2021-04-30T19:14:53,,[],submitted_via_web,,[],SLV
375,1,42,2,1.0,13 12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,376,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2604,175111294,1410e98d-0f99-4e10-bb71-988c4014cce5,2021-04-30T19:15:00,,[],submitted_via_web,,[],SLV
376,1,36,3,7.0,1 13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,377,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2614,175111327,8bc50c79-58d6-4e36-9c59-32879dc4b0fe,2021-04-30T19:15:18,,[],submitted_via_web,,[],SLV
377,2,17,3,7.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,378,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2614,175111327,8bc50c79-58d6-4e36-9c59-32879dc4b0fe,2021-04-30T19:15:18,,[],submitted_via_web,,[],SLV
378,2,5,3,7.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,379,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2614,175111327,8bc50c79-58d6-4e36-9c59-32879dc4b0fe,2021-04-30T19:15:18,,[],submitted_via_web,,[],SLV
379,1,7,3,7.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,380,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2614,175111327,8bc50c79-58d6-4e36-9c59-32879dc4b0fe,2021-04-30T19:15:18,,[],submitted_via_web,,[],SLV
380,2,30,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1188 1193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,3,381,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2616,175111341,a85418ec-8923-46c6-ba52-9799fd39ee35,2021-04-30T19:15:22,,[],submitted_via_web,,[],SLV
381,1,45,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,382,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2617,175111344,4de9aa42-7c30-45da-b251-37258379fd42,2021-04-30T19:15:22,,[],submitted_via_web,,[],SLV
382,2,38,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,383,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2618,175111372,ecf95d96-23eb-4382-890e-5b63c641f5f3,2021-04-30T19:15:29,,[],submitted_via_web,,[],SLV
383,2,11,2,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,384,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2646,175123559,b5af5b74-817e-4cb2-99ba-9c2ef465b3da,2021-04-30T20:23:39,,[],submitted_via_web,wfpmandeteam,[],HND
384,1,33,2,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,385,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2646,175123559,b5af5b74-817e-4cb2-99ba-9c2ef465b3da,2021-04-30T20:23:39,,[],submitted_via_web,wfpmandeteam,[],HND
385,2,43,2,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,386,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2646,175123559,b5af5b74-817e-4cb2-99ba-9c2ef465b3da,2021-04-30T20:23:39,,[],submitted_via_web,wfpmandeteam,[],HND
386,1,21,1,,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,387,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2647,175123563,41fefaec-6602-42af-b9ab-b8db1a5f8748,2021-04-30T20:23:40,,[],submitted_via_web,wfpmandeteam,[],HND
387,2,34,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,388,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2650,175123577,f10640ab-e745-41ce-8ca4-cfa0013ff015,2021-04-30T20:23:44,,[],submitted_via_web,wfpmandeteam,[],HND
388,2,26,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,389,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2650,175123577,f10640ab-e745-41ce-8ca4-cfa0013ff015,2021-04-30T20:23:44,,[],submitted_via_web,wfpmandeteam,[],HND
389,1,48,99,,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,390,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2653,175123849,32d176de-73ac-476c-937b-ac32d7c63de7,2021-04-30T20:25:11,,[],submitted_via_web,wfpmandeteam,[],HND
390,2,29,2,6.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,391,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2654,175123886,18200802-655d-48bf-a5f9-1bb6b8f7a1a4,2021-04-30T20:25:34,,[],submitted_via_web,wfpmandeteam,[],HND
391,2,18,1,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,392,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2658,175124032,13766314-27cc-4d54-88c9-afe659e7a016,2021-04-30T20:26:30,,[],submitted_via_web,wfpmandeteam,[],HND
392,2,31,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,393,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2662,175124354,f354c8f7-ce30-44bb-bcd7-0d1d7b61b295,2021-04-30T20:28:49,,[],submitted_via_web,,[],SLV
393,1,47,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,394,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2664,175124358,06d7dbb0-befd-412d-9e43-2b92564bb678,2021-04-30T20:28:52,,[],submitted_via_web,,[],SLV
394,1,35,2,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,395,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2667,175124729,d2b62e59-46bb-4291-bea8-b4ef0b5c46eb,2021-04-30T20:32:14,,[],submitted_via_web,,[],SLV
395,1,32,2,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,396,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2667,175124729,d2b62e59-46bb-4291-bea8-b4ef0b5c46eb,2021-04-30T20:32:14,,[],submitted_via_web,,[],SLV
396,2,18,3,5.0,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,397,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2693,175131637,6c12f5e2-5580-47fc-addb-37bd2bf3ef38,2021-04-30T21:21:06,,[],submitted_via_web,wfpmandeteam,[],HND
397,2,60,2,6.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,398,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2696,175132315,65ddf121-641c-4aaf-a4db-078f31003614,2021-04-30T21:27:46,,[],submitted_via_web,,[],SLV
398,1,33,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,399,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2704,175132630,f683dafb-b6aa-4d7f-af77-048326256546,2021-04-30T21:29:24,,[],submitted_via_web,,[],SLV
399,1,22,2,2.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,400,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2713,175132830,15515636-36b6-4151-af80-48f065190757,2021-04-30T21:31:21,,[],submitted_via_web,,[],SLV
400,1,22,1,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,401,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2721,175133217,f20f7b3a-2416-4c76-893a-684daea52f71,2021-04-30T21:34:25,,[],submitted_via_web,,[],SLV
401,1,25,1,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,402,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2721,175133217,f20f7b3a-2416-4c76-893a-684daea52f71,2021-04-30T21:34:25,,[],submitted_via_web,,[],SLV
402,1,27,1,,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,403,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2721,175133217,f20f7b3a-2416-4c76-893a-684daea52f71,2021-04-30T21:34:25,,[],submitted_via_web,,[],SLV
403,1,36,2,2.0,1 7 6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,404,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2724,175133663,afa22e69-14c3-4836-b23b-9857b02dff43,2021-04-30T21:38:01,,[],submitted_via_web,,[],SLV
404,1,21,1,,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,405,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2739,175135916,9bdbf2c2-6833-4a54-bfb6-28855dec57b4,2021-04-30T21:56:43,,[],submitted_via_web,,[],SLV
405,2,19,1,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,406,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2739,175135916,9bdbf2c2-6833-4a54-bfb6-28855dec57b4,2021-04-30T21:56:43,,[],submitted_via_web,,[],SLV
406,2,45,3,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,407,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2747,175136142,2b882153-a09f-4f79-abd1-ed77f6792c56,2021-04-30T21:58:59,,[],submitted_via_web,wfpmandeteam,[],HND
407,1,35,2,3.0,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,408,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2749,175136149,169c035d-1648-485a-ad04-a6658652d775,2021-04-30T21:59:02,,[],submitted_via_web,wfpmandeteam,[],HND
408,1,25,2,6.0,7 13 1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,409,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2774,175137862,d4bc44e6-15f5-407b-baf2-c6f5c062e456,2021-04-30T22:18:17,,[],submitted_via_web,wfpmandeteam,[],HND
409,1,40,99,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,410,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2806,175142541,09c48620-0acc-4991-9ecf-1f1b679f46d8,2021-04-30T23:00:16,,[],submitted_via_web,wfpmandeteam,[],HND
410,1,22,1,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,411,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2809,175142712,dc5833ac-6baf-4ce5-a578-d7c425600d9e,2021-04-30T23:01:43,,[],submitted_via_web,wfpmandeteam,[],HND
411,1,23,1,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,412,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2809,175142712,dc5833ac-6baf-4ce5-a578-d7c425600d9e,2021-04-30T23:01:43,,[],submitted_via_web,wfpmandeteam,[],HND
412,1,23,1,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,413,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2810,175142717,8c5d7e72-00ec-4ead-866c-4dfe073cd900,2021-04-30T23:01:45,,[],submitted_via_web,wfpmandeteam,[],HND
